title,genre,overview
Dahlia in Bloom: Crafting a Fresh Start with Magical Tools (2024),"animation, anime","After a workaholic life in Japan, Dahlia is reborn as a magical maven in a new world, but her afterlife takes an unexpected turn. Engaged, betrayed, and orphaned—all before the honeymoon? Talk about a plot twist! Watch as Dahlia turns heartbreak into wand-making brilliance and declares her independence. In this story, the real magic is self-discovery, and Dahlia's the sorceress of her own destiny."
Dahmer â Monster: The Jeffrey Dahmer Story (2022),"crime, drama",This series examines the gruesome and horrific true crimes of Jeffrey Dahmer and the systemic failures that enabled one of America's most notorious serial killers to continue his murderous spree in plain sight for over a decade.
Daily Dose of Sunshine (2023),drama,"A kind-hearted nurse working in psychiatry goes above and beyond to be a ray of light for those under her care, despite the challenges coming her way."
Dalah: Death and the Flowers (2025),"crime, drama, mystery","When her client dies on the eve of his wedding, a florist sets out to find the killer, unearthing high society's dark secrets — while keeping her own."
Dali and Cocky Prince (2021),drama,"An ignorant but strong-willed man and an upper-class woman who struggles through life, work to fall in love."
Damage (1992),"drama, romance",The life of a respected British politician at the height of his career crumbles when he becomes obsessed with his son's lover.
Damaged (2024),"crime, thriller","A Chicago detective travels to Scotland after an emerging serial killer's crimes match those that he investigated five years earlier, one of which was the crime scene of his murdered girlfriend."
Damsel (2024),"action, adventure",A young woman's marriage to a charming prince turns into a fierce fight for survival when she's offered up as a sacrifice to a fire-breathing dragon.
Dance Brothers (2023),drama,"Two brothers trying to make it as dancers open their own club, but their artistic drive soon clashes with the business, threatening their relationship."
Dancing Queens (2021),"comedy, drama","The story of Dylan Pettersson, a 23-year-old girl from a small island in the Swedish archipelago with big dancing aspirations."
Dandelion (2024),"drama, romance","It follows a singer-songwriter in a downward spiral as she takes a last effort gig at a motorcycle rally in South Dakota where she meets Casey, a guitarist who walked away from his dream long ago."
Dangerous (2021),"action, thriller","A reformed sociopath heads to a remote island after the death of his brother. Soon after his arrival, the island falls under siege from a deadly gang of mercenaries, and when he discovers their role in his brother's demise, he sets out on a relentless quest for vengeance."
Dangerous Liaisons (2022),"drama, romance","The innocent Célène might be falling in love with popular surfer Tristan at her new school. But she has no idea that, in actuality, she's the object of a cruel bet between Tristan and Instagram influencer Vanessa."
Dangerous Lies (2020),thriller,"After losing her waitressing job, Katie Franklin takes a job as a caretaker to a wealthy elderly man in his sprawling, empty Chicago estate. The two grow close, but when he unexpectedly passes away and names Katie as his sole heir, she and her husband Adam are pulled into a complex web of lies, deception, and murder. If she's going to survive, Katie will have to question everyone's motives — even the people she loves."
Dangerous Waters (2023),thriller,"A young woman, her new boyfriend and her single mother embark on a sailing adventure to Bermuda. However, when criminals suddenly attack their boat, the pleasure trip turns into a desperate fight for survival and a quest for vengeance."
Daniel Isn't Real (2019),"horror, mystery","After witnessing traumatic violence as an 8-year-old boy, Luke creates an imaginary friend named Daniel who leads him into a world of fantasy allowing him to escape. After Daniel tricks Luke into doing something terrible, Luke is forced to lock Daniel away and forget his only friend."
Daniel Spellbound (2022),"action, adventure, animation","In New York City, a teenage tracker makes his living selling hard-to-find mystical items to sorcerers — but dealing in magic can be risky business."
Dante's Peak (1997),"action, adventure, drama, thriller","Volcanologist Harry Dalton comes to the sleepy town of Dante's Peak to investigate the recent rumblings of the dormant volcano the burg is named for. Before long, his worst fears are realized when a massive eruption hits, and immediately, Harry, the mayor and the townspeople find themselves fighting for their lives amid a catastrophic nightmare."
Darby and the Dead (2022),"comedy, fantasy","After Darby Harper suffered a near-death experience as a child, she gained the ability to see ghosts. To combat the existential boredom of high school, she runs a side business counseling local spirits in her spare time. When an unexpected occurrence happens between Darby and Capri, the most popular girl at her high school, Darby reluctantly agrees to help her and in the process learns how to fit in with the living world again."
Dare Me (2019),"crime, drama, mystery","Demet and Okan, a married couple, find that the spark in their relationship has disappeared. But life gives them another chance when Okan buys a lottery ticket and happens to win the lottery."
